"Temperatures around the nation at 3 p.m. EDT ranged from 59 degrees at Astoria , Ore. , to 106 degrees at Needles , Calif.",Needles,located in,Calif.
"` ` We get worse thunderstorms than this , ' ' said Betty Barrow , a 28-year resident who remained on High Island.",Needles,located in,Calif.
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",ANSA,organization based in,Brussels
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",State Department,organization based in,Washington
"On June 23 , a cable arrived at the State Department in Washington from the U.S. Embassy in Ethiopia 's capitol.",U.S. Embassy,organization based in,Ethiopia
"The investigation centers on a check and drain valve for the F404 engine that powers the Navy 's FA-18 fighter , GE spokesman Richard Kennedy said Wednesday .",Richard Kennedy,work for,GE
"YAKIMA , Wash.",YAKIMA,located in,Wash.
"Art historian and teacher Sydney J. Freedberg , 74 , born in Boston , a noted scholar of the Italian Renaissance who taught at Harvard from 1938 to 1983 with the exception of eight years at Wellesley College.",Sydney J. Freedberg,born in,Boston
"About 2 , 500 people on Grand Isle , a tiny resort area just off the southeast Louisiana coast , were asked to go to the mainland.",Grand Isle,located in,Louisiana
"Teruo Sofue , a staff member of the comprehensive development department at NASDA , said : "" By reinforcing the H-2 rocket , we can expand the range of space development .",Teruo Sofue,work for,NASDA
"An Wang , a native of Shanghai , China , who developed the magnetic pulse controlling device , the principle on which computer memory operates .",An Wang,native of,"Shanghai , China"
"PY1204232594 Buenos Aires CLARIN in Spanish 10 Apr 94 Economic Supplement p 6 , 7",CLARIN,organization based in,Buenos Aires
SAN FRANCISCO ( AP ),AP,organization based in,SAN FRANCISCO
"In 1904 , bandleader Jimmy Dorsey was born in Shenandoah , Penn .",AP,organization based in,SAN FRANCISCO
"Larry Martin , circulation director for the publishing company jointly owned by the parent companies of the Star and the evening Tucson Citizen , estimated that 3 , 000 to 5 , 000 bogus copies were placed in as many as 600 Star vending machines .",Larry Martin,organization based in,Tucson
"Hoffman , who portrays an autistic savant in the movie , returned the favor and called the Fresno boy Monday , talking with Brent and his family for 20 minutes .",Brent,live in,Fresno
"Andrews Lock and Dam , Henry County , Ala. ;",Andrews Lock and Dam,located in,Henry County
"Andrews Lock and Dam , Henry County , Ala. ;",Andrews Lock and Dam,located in,Ala.
"Andrews Lock and Dam , Henry County , Ala. ;",Henry County,located in,Ala.
"Only Booth was successful , shooting Lincoln at 10 : 15 p.m. on April 14 .",Booth,kill,Lincoln
"NIAGARA FALLS , N.Y .",Booth,kill,Lincoln
"BRUSSELS , Belgium ( AP )",BRUSSELS,none,Belgium
"BRUSSELS , Belgium ( AP )",AP,organization based in,BRUSSELS
"BRUSSELS , Belgium ( AP )",AP,organization based in,Belgium
Kiev PRAVDA UKRAINY,PRAVDA UKRAINY,organization based in,Kiev
"In 1846 , ` ` Buffalo Bill ' ' Cody was born near Davenport , Iowa.",PRAVDA UKRAINY,organization based in,Kiev
"In 1846 , ` ` Buffalo Bill ' ' Cody was born near Davenport , Iowa.",PRAVDA UKRAINY,organization based in,Kiev
"DAYTON , Ohio ( AP )",DAYTON,located in,Ohio
"FAA Administrator Allan McArtor issued the order after the British Civil Aviation Authority ordered similar checks for three types of aircraft flown by British carriers , including the same two models of the 737 and the Airbus A320 .",Allan McArtor,work for,FAA
"On Dec. 14 , rescuers pulled a mother , Susanna Petrosyan , and her 4-year-old daughter , Gayaney , out of the rubble in Leninakan .",Susanna Petrosyan,rescued in,Leninakan
"On Dec. 14 , rescuers pulled a mother , Susanna Petrosyan , and her 4-year-old daughter , Gayaney , out of the rubble in Leninakan .",Gayaney,rescued in,Leninakan
"Sirhan , a Christian Arab , was sentenced to death for Kennedy 's murder but was spared from gas chamber after California 's death penalty law was overturned in 1972 .",Sirhan,kill,Kennedy
An outraged President Bush is weighing U.S. options for responding to the ` ` brutal and tragic ' ' murder of Marine Lt. William Higgins while ruling out negotiations with Lebanese terrorists threatening to kill more hostages.,Bush,work for,U.S.
"In 1901 , President William McKinley 's assassin , Leon Czolgosz , was electrocuted .",Leon Czolgosz,kill,President William McKinley
"Genetic material could disclose whether Lincoln was afflicted with an inherited disease called Marfan syndrome , as some experts suspect from indirect evidence , which could have taken his life at any time , even if John Wilkes Booth had not assassinated him at Ford 's Theater on April 14 , 1865. ;",John Wilkes Booth,kill,Lincoln
"( Text ) Diego Fernandez de Cevallos is reportedly ahead of Ernesto Zedillo , candidate of the Institutional Revolutionary Party ( PRI ) by only 5 percent of the vote in the race for the Presidency of the republic , according to two recent polls , one conducted by the Opinion Research Center ( CEO ) and the University of Guadalajara and the other by the Indemerc-Louis Harris Firm .",Ernesto Zedillo,work for,Institutional Revolutionary Party
Palestine Liberation Organization chairman Yasser Arafat addressed a league committee and berated Arab colleagues for reneging on their promise of aid to the people of the Israeli occupied West Bank and Gaza Strip .,Yasser Arafat,chairman of,Palestine Liberation Organization
"Other power lines brought down by high winds caused outages that affected about 6 , 000 homes and businesses served by Southern California Edison in Los Angeles and Orange counties , said Edison spokesman Kevin Kelly .",Kevin Kelly,work for,Southern California Edison
"Other power lines brought down by high winds caused outages that affected about 6 , 000 homes and businesses served by Southern California Edison in Los Angeles and Orange counties , said Edison spokesman Kevin Kelly .",Kevin Kelly,work for,Edison
"On Monday , FBI spokesman Doug Beldon in Albuquerque , N.M. , said the agency would provide background information on the Henley disappearance and make available its laboratory and identification division in Washington.",Kevin Kelly,work for,Edison
"On Monday , FBI spokesman Doug Beldon in Albuquerque , N.M. , said the agency would provide background information on the Henley disappearance and make available its laboratory and identification division in Washington.",Doug Beldon,work for,FBI
"On Monday , FBI spokesman Doug Beldon in Albuquerque , N.M. , said the agency would provide background information on the Henley disappearance and make available its laboratory and identification division in Washington.",Doug Beldon,works in,Albuquerque
"On Monday , FBI spokesman Doug Beldon in Albuquerque , N.M. , said the agency would provide background information on the Henley disappearance and make available its laboratory and identification division in Washington.",Doug Beldon,works in,N.M.
"On Monday , FBI spokesman Doug Beldon in Albuquerque , N.M. , said the agency would provide background information on the Henley disappearance and make available its laboratory and identification division in Washington.",Albuquerque,organization based in,N.M.
"With exhilaration tempered by ` ` this deficit looming over everything , ' ' Bush takes office at noon Friday , convinced there is neither a need nor a mandate for dramatic change to put his imprint on the White House .",Bush,work for,White House
"Yugoslavia recalled its ambassador to the United States because he was unable to stop Congress from accusing Yugoslavia of human rights abuses , a newspaper said Tuesday.",Congress,organization based in,United States
"Among the enterprises that consume large amounts of energy , 25 have exceeded quotas -- among them the rope and thread factory ; the Martires leather factory in Caguasu ; the meat complex ; the metal-tooling factory ; and the Cuba Libre , Juan Avila , Reinol Garcia , Mexico , and Jovellanos Farming Complexes .",Martires leather factory,organization based in,Caguasu
"( Text ) Cairo , 2 May ( MENA ) --President Husni Mubarak has stressed that Egypt made tremendous efforts to help achieve the signing next Wednesday of an agreement on the implementation of the Palestinian-Israeli Declaration of Principles .",Husni Mubarak,none,Cairo
"( Article by Nick Rufford , Far East correspondent )",Nick Rufford,work for,Far East
"Larry Sturholm , 46 , was a feature reporter for KIRO Television.",Nick Rufford,work for,Far East
"Venezuela 's chief debt negotiator , Miguel Rodriguez , told reporters Monday that his country would seek at least a 50 percent reduction of its debt , beyond Mexico 's gains in negotiations with its bank creditors.",Miguel Rodriguez,work for,Venezuela
"Use of the right ranged from an estimate of 40 percent to 60 percent in St. Louis County in northeastern Minnesota to only seven or eight times in Hennepin County , which has nearly 1 million residents and almost one-fourth of the state 's population.",St. Louis County,located in,Minnesota
"Mr Kim asked that regulations be eased to allow more South Korean firms to invest in construction and communications projects in Thailand , while Prime Minister Chuan asked that South Korea import more Thai agricultural goods .",Mr Kim,work for,South Korea
"In 1873 , radio electronics pioneer Dr. Lee DeForest was born in Council Bluffs , Iowa .",Mr Kim,work for,South Korea
"Philadelphia Museum of Art : "" Perpetual Motif : The Art of Man Ray "" -- More than 250 paintings , collages , drawings , photographs , objects and films commemorate the centennial of the artist 's birth in Philadelphia .",Man Ray,born in,Philadelphia
"BLYTHE , Calif .",BLYTHE,none,Calif .
"The rig , leased from Avis Bourg Co. of Folsom , had left a Chevron worksite because of the threat of Chantal.",Avis Bourg Co.,organization based in,Folsom
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.",Camas,none,Wash.
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.",Chris Jonientz-Trisler,work for,University of Washington Seismology Lab.
"The temblor measured 3.9 on the Richter scale and was centered 10 miles below the Lacamas Lake area , just northeast of Camas , Wash. , said Chris Jonientz-Trisler , seismic analyst at the University of Washington Seismology Lab.",University of Washington Seismology Lab.,organization based in,Wash.
"He was one of the first to use color in appliances , first out of boredom with black and white and later out of disgust with what he calls "" that rash of avocado green business in the '50s . "" ; Many consider him the Frank Lloyd Wright of industrial design , not surprising since both men were born and raised in Wisconsin and did perhaps their most important work in the Midwest. ;",Frank Lloyd Wright,born in,Wisconsin
"The seven-day average yield on money market mutual funds fell in the week ended Tuesday to 8.28 percent from 8.39 percent the previous week , according to Donoghue 's Money Fund Report , a trade journal based in Holliston , Mass .",Holliston,organization based in,Mass
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,Gyandzha,none,Azerbaijan
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,Gyandzha,organization based in,Soviet
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,Shamkhor,located in,Azerbaijan
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,Shamkhor,organization based in,Soviet
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,Azerbaijan,organization based in,Soviet
"WARSAW , Poland ( AP )",WARSAW,none,Poland
"WARSAW , Poland ( AP )",AP,organization based in,WARSAW
"WARSAW , Poland ( AP )",AP,organization based in,Poland
U.S. Bankruptcy Judge Harold Abramson said creditors in the bankruptcy case of William Herbert and Nancy Hunt can submit suggestions on how the Hunts should repay their debts.,Harold Abramson,work for,U.S.
"As a young girl in western New York , Lucille Ball hawked hot dogs and popcorn at an amusement park as she dreamed of starring in movies , hometown friends recalled .",Lucille Ball,lived in,New York
"Fire crews have ` ` just been holding their own so the lower temperatures are really going to help things out , ' ' Boise National Forest spokeswoman Lynette Davis said.",Lynette Davis,work for,Boise National Forest
"In 1872 , the 30th president of the United States , Calvin Coolidge , was born in Plymouth , Vt .",Lynette Davis,work for,Boise National Forest
WS2204094594 Kiev UT-1 Television Network in Ukrainian 0500 GMT 22 Apr 94,UT-1 Television Network,organization based in,Kiev
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,Jesse Jackson,native,South Carolina
"The presidential meeting in Cuenca , third most important city in Ecuador , would have been held on 26 May , on occasion of the 25th anniversary of the signing of the Cartagena Agreement that gave birth to the Andean Group .",Cuenca,city in,Ecuador
This is how the politicians assessed the DEP 's withdrawal from the political arena so close to the elections and when it had fielded its candidates all over Turkey : Prime Tansu Ciller said : I was expecting such a decision .,Tansu Ciller,none,Turkey
"In 1783 , Washington Irving , author of ` ` Rip Van Winkle ' ' and ` ` The Legend of Sleepy Hollow , ' ' was born in New York City .",Washington Irving,born in,New York City
"And last week , the Vatican named its first bishop in the Soviet republic of Byelorussia since the aftermath of the Russian Revolution.",Byelorussia,organization based in,Soviet
"Robert Kennedy was shot by Sirhan Sirhan and mortally wounded shortly after midnight on June 5 , 1968 , after he had addressed a crowd of supporters gathered in the Ambassador Hotel to celebrate his election victory of the day before .",Sirhan Sirhan,kill,Robert Kennedy
They say that Oswald was a poor marksman and that the shot that hit Kennedy and wounded former Texas Gov. John Connally could only have been made by an expert.,Oswald,kill,Kennedy
"On this date : In 1833 , Benjamin Harrison , the 23rd president of the United States , was born in North Bend , Ohio .",Oswald,kill,Kennedy
"Libya 's deputy ambassador , Ali Sunni Muntasser , said the pictures were retouched and the planes were unarmed and on reconnaissance flights .",Ali Sunni Muntasser,work for,Libya
"The spy , high-ranking Korean CIA official Sohn Ho Young , wanted to defect because he was about to be transferred home from a post in New York City , the newspaper said .",Sohn Ho Young,work for,Korean CIA
"Committee-General Command of the Zapatist National Liberation Army "" from the Mexican Southeast "" on 15 March ) ( Text ) 15 March 1994 To the people of Mexico , to the people and governments of the world , to the local and international media , brothers : The CCRI-CG ( Indian Revolutionary Clandestine Committee-General Command ) of the EZLN ( Zapatist National Liberation Army ) addresses all of you with respect and honor to state the following : Since the phase prior to the San Cristobal dialogue , the CCRI-CG of the EZLN requested legal support with various problems that the war process and the peace process presented for our Army .",Zapatist National Liberation Army,organization based in,Mexican Southeast
"Committee-General Command of the Zapatist National Liberation Army "" from the Mexican Southeast "" on 15 March ) ( Text ) 15 March 1994 To the people of Mexico , to the people and governments of the world , to the local and international media , brothers : The CCRI-CG ( Indian Revolutionary Clandestine Committee-General Command ) of the EZLN ( Zapatist National Liberation Army ) addresses all of you with respect and honor to state the following : Since the phase prior to the San Cristobal dialogue , the CCRI-CG of the EZLN requested legal support with various problems that the war process and the peace process presented for our Army .",Zapatist National Liberation Army,organization based in,Mexico
"Committee-General Command of the Zapatist National Liberation Army "" from the Mexican Southeast "" on 15 March ) ( Text ) 15 March 1994 To the people of Mexico , to the people and governments of the world , to the local and international media , brothers : The CCRI-CG ( Indian Revolutionary Clandestine Committee-General Command ) of the EZLN ( Zapatist National Liberation Army ) addresses all of you with respect and honor to state the following : Since the phase prior to the San Cristobal dialogue , the CCRI-CG of the EZLN requested legal support with various problems that the war process and the peace process presented for our Army .",EZLN,organization based in,Mexican Southeast
"Committee-General Command of the Zapatist National Liberation Army "" from the Mexican Southeast "" on 15 March ) ( Text ) 15 March 1994 To the people of Mexico , to the people and governments of the world , to the local and international media , brothers : The CCRI-CG ( Indian Revolutionary Clandestine Committee-General Command ) of the EZLN ( Zapatist National Liberation Army ) addresses all of you with respect and honor to state the following : Since the phase prior to the San Cristobal dialogue , the CCRI-CG of the EZLN requested legal support with various problems that the war process and the peace process presented for our Army .",EZLN,organization based in,Mexico
"Committee-General Command of the Zapatist National Liberation Army "" from the Mexican Southeast "" on 15 March ) ( Text ) 15 March 1994 To the people of Mexico , to the people and governments of the world , to the local and international media , brothers : The CCRI-CG ( Indian Revolutionary Clandestine Committee-General Command ) of the EZLN ( Zapatist National Liberation Army ) addresses all of you with respect and honor to state the following : Since the phase prior to the San Cristobal dialogue , the CCRI-CG of the EZLN requested legal support with various problems that the war process and the peace process presented for our Army .",EZLN,organization based in,Mexico
"Committee-General Command of the Zapatist National Liberation Army "" from the Mexican Southeast "" on 15 March ) ( Text ) 15 March 1994 To the people of Mexico , to the people and governments of the world , to the local and international media , brothers : The CCRI-CG ( Indian Revolutionary Clandestine Committee-General Command ) of the EZLN ( Zapatist National Liberation Army ) addresses all of you with respect and honor to state the following : Since the phase prior to the San Cristobal dialogue , the CCRI-CG of the EZLN requested legal support with various problems that the war process and the peace process presented for our Army .",EZLN,organization based in,Mexico
"Committee-General Command of the Zapatist National Liberation Army "" from the Mexican Southeast "" on 15 March ) ( Text ) 15 March 1994 To the people of Mexico , to the people and governments of the world , to the local and international media , brothers : The CCRI-CG ( Indian Revolutionary Clandestine Committee-General Command ) of the EZLN ( Zapatist National Liberation Army ) addresses all of you with respect and honor to state the following : Since the phase prior to the San Cristobal dialogue , the CCRI-CG of the EZLN requested legal support with various problems that the war process and the peace process presented for our Army .",EZLN,organization based in,Mexican Southeast
"Committee-General Command of the Zapatist National Liberation Army "" from the Mexican Southeast "" on 15 March ) ( Text ) 15 March 1994 To the people of Mexico , to the people and governments of the world , to the local and international media , brothers : The CCRI-CG ( Indian Revolutionary Clandestine Committee-General Command ) of the EZLN ( Zapatist National Liberation Army ) addresses all of you with respect and honor to state the following : Since the phase prior to the San Cristobal dialogue , the CCRI-CG of the EZLN requested legal support with various problems that the war process and the peace process presented for our Army .",EZLN,organization based in,Mexico
Panama City ACAN,ACAN,none,Panama City
""" We believe that such actions will not break the will of the majority of South Africans , who voted for a democratic future and for a prosperous South Africa , "" the spokesman for Russia 's Foreign Ministry concluded .",Foreign Ministry,organization based in,Russia
"The summary also concluded that Sirhan , who is serving a life sentence at Soledad Prison for the killing , was sane and was not under the influence of alcohol when he shot Kennedy moments after he had claimed victory in the California Democratic presidential primary .",Sirhan,kill,Kennedy
"The hall has been adept at publicity , organizing high-profile North Dakota appearances by Miss Dickinson _ a native of Kulm , south of Jamestown _",Miss Dickinson,from,Kulm
Nor is it mentioned that this conclusion is confirmed by ballistic evidence that shows that the bullet that struck Kennedy 's head and the bullet that passed through his neck and struck then-Texas Gov. John Connally were fired from Lee Harvey Oswald 's rifle found at the Texas School Book Depository Building. ;,Lee Harvey Oswald,kill,Kennedy
"He said he is not sure what caused the rift between the brothers , who grew up in Bedford in southern Indiana playing basketball and fishing together.",Bedford,live in,Indiana
NEW YORK ( AP ),AP,organization based in,NEW YORK
"A group of 20 U.S. and Soviet volunteers spent July in Soviet Armenia rebuilding homes destroyed by the earthquake , which killed tens of thousands of people.",Armenia,organization based in,Soviet
"KHARTOUM , Sudan ( AP )",KHARTOUM,capital of,Sudan
Moscow METEOROLOGIYA I GIDROLOGIYA,METEOROLOGIYA I GIDROLOGIYA,organization based in,Moscow
"A perservation group is trying to save the landmark Texas Theater , the movie house where Lee Harvey Oswald was captured after the assassination of President Kennedy .",Lee Harvey Oswald,assassin of,President Kennedy
"It launched the careers of many well-known actors , including Corbin Bernsen , who stars on NBC 's ` ` L.A. Law , ' ' and Kate Mulgrew , star of ABC 's ` ` HeartBeat. ' '",Corbin Bernsen,work for,NBC
"It launched the careers of many well-known actors , including Corbin Bernsen , who stars on NBC 's ` ` L.A. Law , ' ' and Kate Mulgrew , star of ABC 's ` ` HeartBeat. ' '",Kate Mulgrew,work for,ABC
"In 1822 , the 19th president of the United States , Rutherford B. Hayes , was born in Delaware , Ohio .",Kate Mulgrew,work for,ABC
PY2604013394 Rio de Janeiro O GLOBO in Portuguese 23 Apr 94 p 8,O GLOBO,organization based in,Rio de Janeiro
"In sentencing Johnny Campbell and Alicia Abraham , Circuit Judge Michael B. Getty said if he had let emotions dictate his actions , the two would have received the death penalty for ` ` the vicious , brutally sadistic torture and murder of Lattie McGee. ' '",O GLOBO,organization based in,Rio de Janeiro
"In sentencing Johnny Campbell and Alicia Abraham , Circuit Judge Michael B. Getty said if he had let emotions dictate his actions , the two would have received the death penalty for ` ` the vicious , brutally sadistic torture and murder of Lattie McGee. ' '",O GLOBO,organization based in,Rio de Janeiro
"` ` It 's not going to be a major hurricane , but there will be beach erosion , tides 10 feet above normal in some places and 10 to 15 inches of rain over Mississippi , Louisiana and eastern Texas , ' ' said Todd Kimberlain of the National Hurricane Center.",O GLOBO,organization based in,Rio de Janeiro
"Gilmore , of the Downtown Seattle Association , said that the city 's 1985 downtown zoning was the product of four years of debate and that any changes should be made through more hearings and City Council votes .",Gilmore,work for,Downtown Seattle Association
"` ` Up to 5 million trees planted in the right places in Southern California will conserve the energy equivalent of one to two new power plants , ' ' said Andy Lipkis , executive of TreePeople , a conservation and community-action group that is organizing the planting campaign .",Andy Lipkis,work for,TreePeople
Mark David Chapman fatally shot Lennon nine years ago in New York .,Mark David Chapman,kill,Lennon
"Last week , commissioners approved spending $2.3 million in county funds for constructing an outside elevator , to be used to carry visitors to the sixth floor , where Lee Harvey Oswald was believed to have perched on the day of the Kennedy assassination , Nov. 22 , 1963 .",Lee Harvey Oswald,kill,Kennedy
"Lucille Ball was born in Jamestown , N.Y. , the daughter of an electrician and a concert pianist.",Lucille Ball,born in,"Jamestown , N.Y."
"( Text ) Tokyo , June 20 KYODO -- It cannot be denied that North Korea has extracted plutonium from the spent fuel of its nuclear reactor , Foreign Koji Kakizawa said Monday .",Koji Kakizawa,none,Tokyo
"Tuesday 's low in the Lower 48 states was 33 degrees at Truckee , Calif.",Truckee,located in,Calif.
"The $40 million , three-hour film centers on the conspiracy theories of former New Orleans District Attorney Jim Garrison , who believed that Lee Harvey Oswald did not act alone in the slaying of President Kennedy and was , in fact , a patsy for the military , the Central Intelligence Agency and corporate defense contractors .",Lee Harvey Oswald,kill,President Kennedy
"Today 's Highlight in History : On Jan. 8 , 1935 , rock 'n ' legend Elvis Presley was born in Tupelo , Miss .",Lee Harvey Oswald,kill,President Kennedy
"In 1865 , John Wilkes Booth , the assassin of President Abraham Lincoln , was surrounded by federal troops near Bowling Green , Va. , and killed .",John Wilkes Booth,assassin of,President Abraham Lincoln
"On this date : In 1735 , Paul Revere was born in Boston .",Paul Revere,born in,Boston
"He will be the first Vanderbilt artist-in-residence under an endowment in honor of Fred Coe , a director-producer who grew up in Nashville and worked on network TV shows such as Philco Playhouse , Playhouse 90 , Producer 's Showcase and others .",Fred Coe,lived in,Nashville
Financial Company Office Bombed in Valparaiso PY2712122793 Madrid EFE in Spanish 1419 GMT 26 Dec 93,EFE,organization based in,Madrid
It was translated from Arabic by The Associated Press bureau in Beirut :,The Associated Press,organization based in,Beirut
JN3003215794 Baghdad BABIL in Arabic 26 Mar 94 p 2,BABIL,none,Baghdad
All Parties Seen as Winners Under Tripartite Agreement PM2401200594 Moscow KOMSOMOLSKAYA PRAVDA in Russian 25 Jan 94 p 3,KOMSOMOLSKAYA PRAVDA,organization based in,Moscow
Riga Radio Riga Network,Radio Riga Network,organization based in,Riga
Kiev SILSKI VISTI,SILSKI VISTI,organization based in,Kiev
"BUENOS AIRES , Argentina ( AP )",BUENOS AIRES,none,Argentina
"Mason , who headed the Centers for Disease Control in Atlanta before being appointed to the No. 2 HHS job by President Bush , said he faces a similar dilemma in the emerging fiscal 1990 budget because the AZT program is authorized at $30 million but not included in the appropriations bill scheduled for debate later this week.",Mason,work for,Centers for Disease Control
"Mason , who headed the Centers for Disease Control in Atlanta before being appointed to the No. 2 HHS job by President Bush , said he faces a similar dilemma in the emerging fiscal 1990 budget because the AZT program is authorized at $30 million but not included in the appropriations bill scheduled for debate later this week.",Mason,organization based in,Atlanta
"Mason , who headed the Centers for Disease Control in Atlanta before being appointed to the No. 2 HHS job by President Bush , said he faces a similar dilemma in the emerging fiscal 1990 budget because the AZT program is authorized at $30 million but not included in the appropriations bill scheduled for debate later this week.",Mason,work for,HHS
"Mason , who headed the Centers for Disease Control in Atlanta before being appointed to the No. 2 HHS job by President Bush , said he faces a similar dilemma in the emerging fiscal 1990 budget because the AZT program is authorized at $30 million but not included in the appropriations bill scheduled for debate later this week.",Centers for Disease Control,organization based in,Atlanta
Oswald had been arrested two days earlier in the shooting of President John F. Kennedy .,Oswald,kill,President John F. Kennedy
"Today Superior Court Judge William Pounders likened Buckey 's jail exit to the televised slaying of President John F. Kennedy 's killer , Lee Harvey Oswald , by Dallas nightclub owner Jack Ruby in 1963 .",Lee Harvey Oswald,killer of,President John F. Kennedy
"Today Superior Court Judge William Pounders likened Buckey 's jail exit to the televised slaying of President John F. Kennedy 's killer , Lee Harvey Oswald , by Dallas nightclub owner Jack Ruby in 1963 .",Jack Ruby,kill,Lee Harvey Oswald
"Today 's highlight in history : On the Ides of March , 44 B.C. , Roman Emperor Julius Caesar was assassinated by a group of nobles that included Brutus and Cassius.",Brutus,kill,Roman Emperor Julius Caesar
"Today 's highlight in history : On the Ides of March , 44 B.C. , Roman Emperor Julius Caesar was assassinated by a group of nobles that included Brutus and Cassius.",Cassius.,assassin,Roman Emperor Julius Caesar
Tokyo YOMIURI SHIMBUN,YOMIURI SHIMBUN,organization based in,Tokyo
"Dancer , choreographer and dance director Jerome Robbins , 69 , born in New York , who made his dance debut at 19 and later choreographed such Broadway hits as ` ` On the Town ' ' and ` ` Call Me Madam ' ' as well as both the stage and screen versions of ` ` The King and I. ' '",Jerome Robbins,born in,New York
"James Earl Ray , who is serving a 99-year prison sentence for the assassination of the Rev. Martin Luther King , lost a Supreme Court appeal today .",James Earl Ray,kill,Rev. Martin Luther King
"It recommended stopping nuclear fuels processing at four sites where problems have been highly publicized : the Rocky Flats Plant near Denver , the Hanford Site near Richland , Wash. , the Feed Materials Production Center at Fernald , Ohio , and the Mound Plant in Ohio .",Richland,organization based in,Wash.
"It recommended stopping nuclear fuels processing at four sites where problems have been highly publicized : the Rocky Flats Plant near Denver , the Hanford Site near Richland , Wash. , the Feed Materials Production Center at Fernald , Ohio , and the Mound Plant in Ohio .",Feed Materials Production Center,located in,Fernald
"It recommended stopping nuclear fuels processing at four sites where problems have been highly publicized : the Rocky Flats Plant near Denver , the Hanford Site near Richland , Wash. , the Feed Materials Production Center at Fernald , Ohio , and the Mound Plant in Ohio .",Feed Materials Production Center,located in,Ohio
"It recommended stopping nuclear fuels processing at four sites where problems have been highly publicized : the Rocky Flats Plant near Denver , the Hanford Site near Richland , Wash. , the Feed Materials Production Center at Fernald , Ohio , and the Mound Plant in Ohio .",Feed Materials Production Center,located in,Ohio
"It recommended stopping nuclear fuels processing at four sites where problems have been highly publicized : the Rocky Flats Plant near Denver , the Hanford Site near Richland , Wash. , the Feed Materials Production Center at Fernald , Ohio , and the Mound Plant in Ohio .",Fernald,organization based in,Ohio
"It recommended stopping nuclear fuels processing at four sites where problems have been highly publicized : the Rocky Flats Plant near Denver , the Hanford Site near Richland , Wash. , the Feed Materials Production Center at Fernald , Ohio , and the Mound Plant in Ohio .",Mound Plant,organization based in,Ohio
"Sirhan Sirhan , a Jordanian immigrant , was convicted of murdering Kennedy and is serving a life term at Soledad Prison .",Sirhan Sirhan,kill,Kennedy
"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",Franca Chlistovsky,work for,Brera metereologic institute
"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",Brera metereologic institute,organization based in,Milan
LD0904140094 Helsinki Suomen Yleisradio Network in Finnish 1300 GMT 9 Apr 94,Suomen Yleisradio Network,organization based in,Helsinki
"Maricopa County Superior Court Judge Lindsay Ellis also ordered Miss Bickel to pay $5 , 500 in restitution to Miss Tomazin 's family and to perform 40 hours per week of community service indefinitely .",Superior Court,organization based in,Maricopa County
"Maricopa County Superior Court Judge Lindsay Ellis also ordered Miss Bickel to pay $5 , 500 in restitution to Miss Tomazin 's family and to perform 40 hours per week of community service indefinitely .",Lindsay Ellis,work for,Superior Court
"In the field of mathematical statistics , Fang Kaitai at the Institute of Applied Mathematics and Wang Yuan at the Institute of Mathematics won international recognition last year for their new experimental design method based on the Theory of Numbers concept .",Fang Kaitai,work for,Institute of Applied Mathematics
"In the field of mathematical statistics , Fang Kaitai at the Institute of Applied Mathematics and Wang Yuan at the Institute of Mathematics won international recognition last year for their new experimental design method based on the Theory of Numbers concept .",Wang Yuan,work for,Institute of Mathematics
"Leslie Kota , a spokeswoman for K mart based in Troy , Mich. , said the company would appeal the ruling .",Leslie Kota,work for,K mart
"Leslie Kota , a spokeswoman for K mart based in Troy , Mich. , said the company would appeal the ruling .",K mart,organization based in,Troy
"Leslie Kota , a spokeswoman for K mart based in Troy , Mich. , said the company would appeal the ruling .",K mart,organization based in,Mich.
